id;profession;createdAt;updatedAt
1081;заготовитель смеси для цементации;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1082;заготовитель химических растворов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1083;заготовщик в производстве электронной техники;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1084;заготовщик абразивной массы;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1085;заготовщик асбестовой смески;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1086;заготовщик асбестовых технических изделий;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1087;заготовщик бакелитовой, вулканитовой и эпоксидной массы;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1088;заготовщик бинта;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1089;заготовщик битума;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1090;заготовщик бумажных пакетов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1091;заготовщик газопоглотителя;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1092;заготовщик деталей и материалов к ювелирным и художественным изделиям;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1093;заготовщик деталей электровакуумных приборов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1094;заготовщик изоляционных деталей;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1095;заготовщик каркаса спортивных велошин;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1096;заготовщик карти паковочных материалов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1097;заготовщик клапанов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1098;заготовщик леса;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1099;заготовщик материалов для полировки камней;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1100;заготовщик материалов для прессования и отделки игрушек;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1101;заготовщик материалов для художественных изделий из дерева, бересты, капо-корня;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1102;заготовщик материалов и деталей;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1103;заготовщик материалов и деталей игрушек;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1104;заготовщик микалексовой массы;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1105;заготовщик мягкой тары;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1106;заготовщик облицовочных ковров;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1107;заготовщик образцов для испытания шин;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1108;заготовщик основы для моющих средств;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1109;заготовщик пленки;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1110;заготовщик полуфабрикатов для игрушек;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1111;заготовщик полуфабрикатов перевязочных материалов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1112;заготовщик радиотакелажа и электрорадиоэлементов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1113;заготовщик резиновых изделий и деталей;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1114;заготовщик слюды;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1115;заготовщик смеси для строительных плит из костры;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1116;заготовщик такелажа инженерного имущества;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1117;заготовщик химических полуфабрикатов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1118;заготовщик химических полуфабрикатов тугоплавких металлов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1119;заготовщик химических растворов и красок;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1120;заготовщик чайных ящиков;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1121;заготовщик черни;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1122;заготовщик шиноремонтных материалов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1123;заготовщик шорно-седельных изделий;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1124;заготовщик шприцованных деталей для шин;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1125;загрузчик;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1126;загрузчик (выгрузчик) диффузоров;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1127;загрузчик балансов в дефибреры;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1128;загрузчик варочных котлов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1129;загрузчик древесных и костровых плит;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1130;загрузчик дробильно-помольного оборудования;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1131;загрузчик кассет;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1132;загрузчик колчеданных, серных печей и турм;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1133;загрузчик мелющих тел;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1134;загрузчик печей;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1135;загрузчик печей сопротивления;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1136;загрузчик сульфата;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1137;загрузчик сушильных барабанов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1138;загрузчик сырья;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1139;загрузчик сырья и полуфабрикатов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1140;загрузчик термических печей;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1141;загрузчик туннельных печей;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1142;загрузчик химического сырья в аппараты;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1143;загрузчик шихты;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1144;загрузчик щелочи;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1145;загрузчик-выгрузчик;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1146;загрузчик-выгрузчик абразивных изделий в периодические обжигательные печи;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1147;загрузчик-выгрузчик вагранок и печей;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1148;загрузчик-выгрузчик обжигательных печей;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1149;загрузчик-выгрузчик обжиговых и графитировочных печей;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1150;загрузчик-выгрузчик печей;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1151;загрузчик-выгрузчик печей обжига и графитации;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1152;загрузчик-выгрузчик пищевой продукции;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1153;загрузчик-выгрузчик сушил;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1154;загрузчик-выгрузчик сырья, топлива и стеновых изделий;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1155;загрузчик-выгрузчик термоантрацитовых печей;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1156;загрузчик-выгрузчик ферментационных камер;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1157;загрузчик-разгрузчик сушильных печей;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1158;закальщик мороженного;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1159;закальщик стекла;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1160;закатчик бумажных изделий;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1161;закатчик маканых изделий;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1162;закатчик медицинской продукции;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1163;закладчик хирургического шовного материала;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1164;закрепщик алмазов и сверхтвердых материалов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1165;закройщик;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1166;закройщик картона, фибры и других материалов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1167;закройщик резиновых изделий и деталей;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1168;закройщик-резак;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1169;заливщик анодов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1170;заливщик голосовых пленок;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1171;заливщик игольно-платинных изделий;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1172;заливщик камнелитейных изделий;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1173;заливщик кокса;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1174;заливщик компаундами;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1175;заливщик магнитных сплавов на печах-кристаллизаторах;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1176;заливщик металла;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1177;заливщик продуктов консервирования;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1178;заливщик свинцово-оловянистых сплавов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1179;заливщик смолкой;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1180;заливщик форм полимеризационной смесью;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1181;заливщик цоколей;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1182;заливщик-труболитейщик;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1183;замачивальщик шелка-сырца;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1184;замерщик дебитов скважин;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1185;замерщик на топографо-геодезических и маркшейдерских работах;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1186;замерщик параметров на газогенераторах;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1187;замыливальщик ткани;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1188;запайщик ампул;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1189;запайщик колб и сосудов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1190;запайщик фарфоровых труб;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1191;запарщик коконов;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1192;запарщик крученого шелка;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1193;запарщик ткани;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1194;запарщик шерстяных изделий;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1195;заправщик иглопробивного агрегата;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1196;заправщик поливомоечных машин;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
1197;заправщик рулонов картона и бумаги;2022-10-13 09:11:44.211+05;2022-10-13 09:11:44.211+05
